0.98221,0.97324,0.98128,1.0002,1.0027,0.98847,0.96203,0.98743,1.0729,0.98552,1.0151,1.03,0.98029,1.0086,1.0305,0.96815,0.99802,1.0361,0.9819,1.0288,1.0191,0.95953,1.0098,1.0464,0.94036,1.0637,1.0489,0.97271,0.97708,0.99758,0.97064,1.021,0.98491,1.0291,0.97965,1.0012,0.97538,0.99899,1.0039,1.0142,0.9632,0.9829,0.98144,0.99513,1.0362,1.0081,1.039,0.98693,0.83804,0.66292,0.56228,0.36445,0.21196,0.192,0.21182,0.10746,0.22308,0.21668,0.21658,0.19032,0.23564,0.14706,0.241,0.19778,0.21245,0.25809,0.183,0.20401,0.21475,0.17788,0.15327,0.2407,0.19273,0.16844,0.22184,0.19732,0.18247,0.22693,0.17619,0.1903,0.14828,0.22256,0.14043,0.24662,0.19455,0.17183,0.14336,0.16287,0.1851,0.17142,0.19394,0.21672,0.25151,0.2285,0.21632,0.23928,0.19931,0.20967,0.20022,0.16509
0.9936,0.99682,0.99622,0.9919,0.99412,0.96833,0.99425,1.0029,0.96473,1.0032,0.96642,1.0073,0.95971,1.0174,0.98382,1.026,0.98308,1.058,1.0493,1.0349,0.97774,0.98691,0.98423,0.99323,1.0362,0.98223,0.98085,1.0478,0.98696,1.0109,1.025,0.96427,1.0102,1.0052,1.0201,0.94749,1.0337,0.99316,0.94976,0.99741,0.98798,0.97123,0.97611,0.91104,1.0056,0.94003,1.0192,1.0564,1.0377,0.84293,0.6946,0.5009,0.34027,0.21148,0.17405,0.21136,0.21275,0.24114,0.21838,0.20435,0.22095,0.24948,0.17005,0.20416,0.17594,0.18603,0.22353,0.23755,0.23675,0.23909,0.17698,0.24006,0.13146,0.254,0.21449,0.21397,0.19621,0.1915,0.17354,0.19518,0.20881,0.19278,0.20852,0.20938,0.17586,0.20399,0.21127,0.18921,0.2043,0.21246,0.23839,0.20451,0.21519,0.19114,0.19366,0.19257,0.19647,0.2295,0.1863,0.20691
0.94649,1.0133,0.97039,0.99914,1.0294,1.025,0.95857,0.98155,1.0245,1.0119,0.98832,1.0107,1.0166,1.0497,0.99678,1.0197,0.99343,1.04,1.0055,0.99968,1.0202,0.99706,1.0011,1.0192,0.99104,1.0283,0.97107,1.0071,0.99154,1.0247,1.0226,0.98756,0.95873,0.95962,1.0422,1.0271,1.0114,1.0089,0.98483,1.0097,0.97978,0.98803,0.96482,0.99049,0.99254,0.98489,0.98233,0.99717,0.94731,0.95657,0.85447,0.70167,0.55124,0.32842,0.21635,0.22421,0.18347,0.21046,0.22699,0.18596,0.17415,0.22531,0.20045,0.17994,0.24438,0.21212,0.22557,0.16369,0.21023,0.19818,0.26196,0.20359,0.12222,0.15956,0.221,0.18726,0.17099,0.23912,0.25345,0.19872,0.16986,0.18441,0.19809,0.19948,0.15007,0.20299,0.16716,0.22925,0.17456,0.1526,0.17941,0.20403,0.24041,0.21373,0.21503,0.15302,0.16906,0.14912,0.21783,0.18691
0.96044,0.98803,0.97188,1.016,1.038,0.97437,1.0146,0.95339,0.96861,0.97202,0.99612,1.0142,1.0202,1.0195,1.032,0.98752,0.99116,1.0333,0.96569,0.99226,1.0124,1.0129,0.97719,0.95795,0.98734,1.0084,0.9774,0.99026,1.0769,0.9728,0.97713,1.034,1.0012,1.0393,0.93724,0.96657,1.0191,0.96693,0.96752,0.97427,1.0269,1.0221,1.005,1.0119,1.0471,0.99408,1.0006,0.99476,0.98825,1.0138,1.0625,0.82944,0.70734,0.51546,0.41438,0.28525,0.17891,0.19043,0.1721,0.17797,0.16805,0.19977,0.21511,0.18432,0.17598,0.15384,0.25489,0.16636,0.22092,0.23637,0.19763,0.1816,0.23511,0.21503,0.22668,0.16854,0.20791,0.21748,0.16768,0.19602,0.17925,0.23311,0.20541,0.2088,0.19781,0.19013,0.15479,0.21348,0.19343,0.1954,0.20204,0.16027,0.25989,0.20587,0.14853,0.18149,0.18651,0.27023,0.18818,0.18447
1.0061,0.97726,1.0479,0.9927,0.9721,1.0123,0.99111,1.0047,1.0605,1.0289,0.99588,0.93456,0.96749,0.97314,0.96549,0.97716,1.0199,1.0085,1.0208,1.0011,0.99986,1.0406,0.99428,0.92737,0.98046,1.0155,0.96511,1.0041,1.0109,0.99294,0.99963,0.99253,0.99161,1.0152,0.96504,1.009,0.98585,0.96887,1.001,0.97167,0.98025,1.0196,1.0237,1.0146,0.94811,0.97549,1.0286,1.0139,1.033,1.0421,1.0523,0.98291,0.8218,0.67638,0.54219,0.35163,0.23856,0.25691,0.23535,0.18638,0.17225,0.17,0.20519,0.16473,0.18994,0.26431,0.16349,0.19716,0.20678,0.18044,0.18791,0.23802,0.20314,0.20874,0.18434,0.18178,0.23691,0.22421,0.22246,0.21624,0.17586,0.22423,0.16966,0.22679,0.1933,0.2592,0.17364,0.23076,0.29145,0.24254,0.18923,0.16497,0.25685,0.24232,0.18053,0.16489,0.23117,0.18069,0.23556,0.22866
1.031,0.97507,1.0357,1.0006,1.0303,0.94841,1.0183,1.0135,1.0041,0.94931,1.0258,1.0192,0.97776,1.0071,0.94905,1.0497,1.0184,1.0382,1.0995,1.0034,1.0907,1.0609,1.0383,0.99859,1.0024,1.0083,0.99754,1.0315,0.97838,0.98475,0.97609,1.0427,0.97061,1.0129,1.0339,1.057,0.99042,0.98572,0.97888,1.0181,1.0126,1.0144,1.054,0.96308,1.0384,1.0113,1.0118,0.97474,0.96421,1.0169,0.98381,0.99784,0.98841,0.81673,0.67472,0.49006,0.31879,0.18646,0.23558,0.17102,0.21276,0.20119,0.1547,0.20047,0.2031,0.28918,0.15295,0.22292,0.16434,0.26511,0.18081,0.21718,0.18871,0.20853,0.14642,0.21622,0.18997,0.2147,0.19828,0.2227,0.22526,0.17342,0.2648,0.22621,0.17389,0.19588,0.13521,0.21666,0.17358,0.18175,0.21273,0.19296,0.25066,0.172,0.15649,0.25067,0.24204,0.17482,0.23385,0.22584
1.0628,1.0142,1.0167,1.0027,0.98869,1.0419,1.0441,1.0484,1.0252,1.0336,1.0286,1.01,1.0241,0.99422,0.97248,1.0091,0.94727,0.96058,1.0349,1.0529,0.99914,1.0201,0.98258,1.0109,1.0099,0.99699,0.97439,0.95947,1.0396,0.98439,0.97228,0.9936,0.97818,0.99663,0.97718,0.99507,1.0106,1.0466,1.032,0.96822,1.0252,1.0353,0.93999,1.0383,0.9645,1.0201,0.99904,1.0038,0.99553,0.98352,1.0148,0.95452,1.0154,0.89237,0.6578,0.5037,0.40602,0.18472,0.21218,0.16401,0.21067,0.19453,0.17401,0.21955,0.22251,0.20938,0.25734,0.22183,0.2367,0.18228,0.2172,0.21743,0.22084,0.14393,0.19185,0.17902,0.17089,0.19138,0.20485,0.21913,0.22701,0.20811,0.26877,0.203,0.2198,0.18392,0.15546,0.20397,0.17784,0.20594,0.25868,0.23189,0.20614,0.21998,0.20722,0.21149,0.208,0.17792,0.21528,0.17962
1.0059,0.98028,1.0554,1.0073,1.0658,1.0142,1.009,1.003,1.0396,0.9962,0.97931,0.95829,0.95298,0.98887,1.0157,0.97349,1.0009,1.0181,0.96224,1.0143,0.96735,1.0227,1.0403,0.99668,1.0268,0.96456,1.0031,0.99461,1.0241,1.0096,1.0414,0.99871,1.0214,1.0069,1.0142,1.019,0.9891,1.004,0.93028,1.0539,1.038,1.0034,0.97258,0.99741,1.0007,1.0411,0.98079,0.9893,0.9827,1.0034,1.0625,1.0263,0.98436,0.9603,0.87648,0.64566,0.46283,0.40792,0.1914,0.16984,0.24853,0.16282,0.13077,0.16483,0.22337,0.17921,0.25209,0.19311,0.20853,0.20806,0.13093,0.17427,0.20243,0.18957,0.14233,0.21914,0.21894,0.17475,0.224,0.14181,0.24345,0.20315,0.18406,0.24547,0.23782,0.17044,0.24928,0.19827,0.14943,0.21872,0.1849,0.2188,0.20099,0.21485,0.19196,0.15364,0.20807,0.17556,0.17085,0.13401
1.0047,1.0345,1.0659,1.0241,1.0148,1.0001,1.005,1.0013,1.0395,1.0041,0.95522,1.0218,1.0155,0.98989,1.0117,1.027,1.0164,1.0115,1.0195,1.0737,0.99153,1.0164,0.98945,0.93435,0.92402,1.0052,0.95927,0.96327,0.9672,0.96196,1.0189,0.96908,1.023,1.0347,0.99187,1.053,1.0173,0.99709,1.0254,0.99932,1.012,1.0258,1.0335,0.98494,0.95163,1.0178,0.99424,1.0097,0.99167,1.0318,1.0126,0.99316,0.98414,1.0604,1.0187,0.87515,0.68118,0.54545,0.36109,0.22308,0.15308,0.22449,0.2605,0.089815,0.18932,0.16647,0.17022,0.21332,0.19772,0.17665,0.22325,0.1662,0.1782,0.19168,0.24674,0.21035,0.22333,0.185,0.23332,0.19452,0.15883,0.18829,0.20245,0.24088,0.2267,0.18136,0.21671,0.19364,0.20633,0.14617,0.20219,0.20783,0.21105,0.27515,0.19159,0.15165,0.23526,0.14356,0.21191,0.18228
1.0141,1.052,0.9989,1.0013,1.0205,0.94981,0.92519,1.0653,0.98698,1.0389,1.0076,0.95054,0.99069,0.96995,0.97178,0.95028,1.0224,0.99714,0.96326,1.041,0.9784,0.97338,1.0022,0.96803,0.96452,0.99249,0.9686,0.9732,1.0159,1.0074,0.99192,1.0162,1.0064,1.0067,1.0061,1.0135,0.96915,1.01,0.97792,0.97977,1.0115,1.0101,0.98755,1.0147,1.0116,0.96028,0.99876,0.97107,0.97464,0.99379,1.0037,0.96766,0.97671,0.99888,1.0467,1.0282,0.87346,0.74966,0.49051,0.3767,0.26414,0.19488,0.16829,0.20589,0.21196,0.23206,0.16281,0.23758,0.24368,0.24356,0.21805,0.2003,0.22741,0.18953,0.19712,0.20139,0.19156,0.24943,0.20788,0.18476,0.1824,0.20219,0.20315,0.13816,0.24039,0.17281,0.1927,0.1628,0.18779,0.20104,0.17087,0.2011,0.23006,0.18602,0.25472,0.20453,0.21129,0.1339,0.13876,0.17933
